Income,LoanAmount,CreditScore,InterestRate,Education,EmploymentType,HasMortgage,HasDependents,LoanPurpose,Default
81733,84474,810,20.3,Bachelor's,Self-employed,No,Yes,Business,0
81386,128686,627,11.64,High School,Full-time,Yes,No,Other,0
15328,57448,457,4.37,High School,Full-time,Yes,No,Education,0
66738,27554,392,8.16,High School,Full-time,No,Yes,Other,0
37845,162366,732,6.42,Bachelor's,Part-time,Yes,Yes,Education,0
94209,9967,431,24.14,Master's,Part-time,Yes,Yes,Auto,1
71464,232868,582,20.75,High School,Part-time,Yes,Yes,Business,0
46295,62380,606,8.3,Bachelor's,Full-time,No,No,Other,0
41770,73091,827,15.15,High School,Part-time,Yes,Yes,Home,0
109041,230557,527,4.56,Master's,Unemployed,Yes,No,Home,0
149528,229749,482,22.42,Master's,Full-time,Yes,No,Education,0
143765,136664,426,21.46,Master's,Self-employed,Yes,No,Other,0
112013,239471,635,11.23,Master's,Full-time,No,Yes,Business,0
135403,35342,821,22.53,PhD,Part-time,No,No,Home,0
87934,187233,315,10.34,Bachelor's,Full-time,No,No,Home,0
80426,242059,736,9.71,PhD,Full-time,Yes,No,Other,0
111730,211174,691,8.54,Bachelor's,Unemployed,Yes,Yes,Education,0
103528,154092,680,11.52,Bachelor's,Unemployed,No,No,Home,0
65864,62181,818,11.89,Master's,Full-time,No,Yes,Other,0
52638,221543,823,7.93,Bachelor's,Self-employed,Yes,Yes,Business,0
125296,78528,770,16.18,PhD,Full-time,No,No,Auto,0
97135,224004,440,16.74,Master's,Part-time,Yes,Yes,Home,0
101675,28705,787,8.2,Master's,Full-time,Yes,Yes,Home,0
48616,75987,348,15.78,PhD,Full-time,No,No,Education,0
100163,93471,525,15.98,Bachelor's,Unemployed,Yes,No,Auto,0
117893,158785,467,4.08,PhD,Part-time,No,No,Other,0
29348,219729,549,15.9,PhD,Full-time,No,Yes,Auto,0
63775,131105,636,11.53,Bachelor's,Self-employed,Yes,No,Other,0
132222,95068,716,17.38,High School,Full-time,Yes,Yes,Education,0
101716,189355,358,11.76,PhD,Unemployed,Yes,No,Other,0
58135,148929,715,15.76,Bachelor's,Unemployed,No,No,Auto,0
58860,147655,410,21.71,Master's,Full-time,Yes,No,Home,0
75231,212962,776,15.27,Master's,Full-time,Yes,Yes,Business,0
93021,207381,383,6.74,Master's,Unemployed,Yes,No,Home,0
124857,65143,326,21.01,PhD,Unemployed,No,Yes,Education,0
90595,32626,305,15.35,High School,Part-time,Yes,Yes,Education,0
17640,118604,696,23.43,Master's,Full-time,Yes,No,Home,0
20815,229049,656,6.11,Bachelor's,Self-employed,No,Yes,Home,0
142685,98258,508,12.71,Bachelor's,Full-time,No,No,Other,0
50221,115393,473,5.94,PhD,Self-employed,No,Yes,Education,0
104117,179592,606,16.61,High School,Self-employed,Yes,No,Auto,1
22853,116672,345,21.31,High School,Self-employed,Yes,No,Auto,1
16429,58808,347,24.81,High School,Part-time,Yes,Yes,Other,0
78755,214209,559,13.12,Master's,Part-time,Yes,No,Auto,0
119728,30848,491,21.3,PhD,Full-time,No,No,Home,0
91832,243030,832,10.44,PhD,Self-employed,Yes,No,Business,0
80834,217918,407,17.38,Bachelor's,Part-time,No,No,Other,0
31761,98295,683,21.33,High School,Unemployed,No,No,Other,0
48291,115088,481,22.3,Bachelor's,Self-employed,Yes,No,Auto,0
90383,71207,308,7.28,High School,Full-time,No,Yes,Home,0
94844,184274,776,8,PhD,Part-time,No,Yes,Home,0
45560,249010,530,19.57,Master's,Unemployed,Yes,No,Auto,0
54776,162201,766,13.34,Bachelor's,Full-time,No,No,Other,1
137039,25370,559,6.14,PhD,Part-time,No,Yes,Home,0
115224,67899,555,23.45,Master's,Part-time,No,No,Business,0
145347,166046,526,17.47,PhD,Full-time,No,Yes,Education,0
20941,58604,350,20.46,PhD,Unemployed,No,Yes,Other,0
125714,29810,683,11.53,PhD,Full-time,Yes,No,Business,0
56952,225804,784,10.31,PhD,Full-time,No,No,Other,0
70159,227485,424,4.95,Master's,Self-employed,Yes,No,Home,0
64833,147246,746,7.8,PhD,Unemployed,Yes,Yes,Business,0
136796,245833,611,5.56,Master's,Part-time,Yes,No,Home,0
133590,80974,630,15.5,Bachelor's,Self-employed,Yes,Yes,Auto,0
84777,29586,467,7.37,Bachelor's,Part-time,No,Yes,Other,0
137286,221739,819,3.38,Master's,Full-time,No,Yes,Other,0
54878,54085,680,14.66,Bachelor's,Part-time,No,Yes,Auto,0
49289,5266,779,7.86,PhD,Full-time,No,No,Education,0
140538,23841,678,24.83,PhD,Unemployed,Yes,Yes,Business,0
98368,54493,678,11.53,High School,Full-time,Yes,No,Other,0
57094,27288,708,21.16,Bachelor's,Unemployed,No,Yes,Auto,0
121163,200374,420,21.68,Bachelor's,Full-time,Yes,No,Education,0
103595,72074,447,10.13,PhD,Part-time,Yes,No,Other,0
58501,71699,348,6.14,High School,Unemployed,Yes,Yes,Education,0
94102,125537,625,21.62,PhD,Unemployed,No,Yes,Home,0
69135,85517,448,13.63,PhD,Full-time,Yes,No,Auto,0
56497,74414,444,4.62,PhD,Unemployed,Yes,No,Auto,0
131197,222330,843,20.52,Master's,Part-time,No,Yes,Education,0
94791,61240,839,19.12,High School,Full-time,Yes,Yes,Auto,0
65895,68245,567,22.61,Bachelor's,Self-employed,No,No,Auto,0
115637,54895,512,14.21,High School,Self-employed,No,No,Business,0
115682,185544,812,23.43,PhD,Full-time,No,Yes,Home,0
75853,161560,560,19.8,High School,Part-time,No,Yes,Home,0
73493,156802,769,13.41,Bachelor's,Part-time,Yes,No,Education,0
125617,143000,796,9.17,High School,Full-time,No,Yes,Education,0
103554,221353,795,6.85,PhD,Unemployed,Yes,No,Business,0
98161,102060,765,21.88,Master's,Unemployed,No,No,Business,1
127605,218578,676,6.28,PhD,Unemployed,Yes,No,Education,1
23393,168544,331,10.79,Master's,Self-employed,Yes,Yes,Education,0
110914,199700,372,17.92,High School,Part-time,No,Yes,Education,1
84052,186198,592,13.33,Bachelor's,Full-time,No,Yes,Home,0
93121,224166,516,21.74,PhD,Part-time,No,Yes,Home,0
108957,214611,448,22.83,Master's,Self-employed,No,Yes,Home,1
75495,172053,781,11.59,PhD,Unemployed,Yes,No,Business,0
29294,125874,334,15.67,High School,Self-employed,Yes,No,Other,0
146950,121730,477,21.03,Master's,Unemployed,Yes,Yes,Auto,0
77345,31771,300,22.3,PhD,Self-employed,No,Yes,Business,1
25291,218072,565,7.3,Bachelor's,Full-time,Yes,Yes,Auto,0
109966,71136,367,2.48,PhD,Self-employed,Yes,Yes,Home,0
106589,113345,598,9.85,PhD,Unemployed,No,No,Business,0
63853,52982,712,21.23,PhD,Unemployed,Yes,Yes,Auto,1
37141,126596,690,8.81,PhD,Full-time,Yes,Yes,Home,0
110339,34363,521,19.75,Bachelor's,Self-employed,No,Yes,Other,0
82985,245992,633,10.52,PhD,Self-employed,No,No,Auto,1
31921,168856,555,12.37,Bachelor's,Self-employed,No,No,Business,1
79849,72732,780,3.38,Bachelor's,Full-time,No,No,Other,0
44357,43508,578,18.07,PhD,Self-employed,Yes,No,Business,0
37843,94613,479,6.53,Master's,Self-employed,No,No,Auto,0
71005,136653,593,7.98,Bachelor's,Full-time,No,Yes,Education,0
113881,233722,521,6.68,PhD,Full-time,No,Yes,Business,0
34463,9069,719,20.76,Master's,Self-employed,No,Yes,Other,0
83167,243488,311,15.27,High School,Part-time,No,No,Home,0
118825,244379,338,4.69,PhD,Part-time,Yes,Yes,Auto,0
79827,94507,552,10.86,High School,Part-time,No,No,Education,0
38248,178701,328,8.74,High School,Self-employed,Yes,No,Education,1
98607,52481,775,12.51,High School,Full-time,No,Yes,Business,0
67398,188829,603,7.1,Bachelor's,Unemployed,Yes,No,Other,0
19486,24725,688,15.47,Master's,Full-time,Yes,Yes,Home,0
51605,163168,469,11.44,Bachelor's,Self-employed,No,No,Business,0
72308,11293,412,16.82,Bachelor's,Unemployed,Yes,No,Other,0
40429,16298,313,9.43,PhD,Part-time,Yes,No,Education,0
147276,89634,572,2.14,PhD,Self-employed,Yes,No,Business,0
80219,114281,628,21.58,High School,Unemployed,No,No,Education,0
37853,30860,753,2.32,PhD,Self-employed,Yes,Yes,Business,0
85638,204895,405,7.14,PhD,Unemployed,No,No,Education,0
71991,141853,639,2.21,High School,Unemployed,Yes,No,Other,1
33507,234260,561,3.65,PhD,Full-time,No,No,Auto,0
21359,20863,588,23.22,Bachelor's,Unemployed,No,No,Home,0
15861,7984,815,11.49,Master's,Full-time,No,No,Auto,0
101821,100633,326,24.61,Bachelor's,Full-time,No,No,Education,1
109000,248499,702,10.44,Bachelor's,Self-employed,No,No,Business,0
29321,244282,603,20.11,High School,Full-time,No,Yes,Business,0
78166,108242,760,11.84,Master's,Full-time,No,No,Business,0
33737,229764,655,12.49,Bachelor's,Part-time,Yes,No,Business,0
54213,102387,534,23.74,Bachelor's,Unemployed,No,Yes,Other,0
87998,109300,398,14.82,High School,Self-employed,Yes,Yes,Home,0
149556,144305,513,24.73,PhD,Self-employed,No,Yes,Auto,0
71580,230922,644,6.87,PhD,Self-employed,No,No,Home,0
29747,101131,833,6.94,Bachelor's,Self-employed,No,No,Other,0
48013,27810,502,4.77,Bachelor's,Full-time,No,Yes,Education,0
132006,72206,495,13.04,High School,Part-time,No,Yes,Business,0
44507,14377,768,20.17,Master's,Part-time,No,Yes,Other,0
83686,193182,474,17.67,High School,Unemployed,Yes,No,Home,0
66039,173727,651,4.14,PhD,Unemployed,Yes,No,Other,0
114747,189853,400,22.72,Master's,Unemployed,No,No,Education,1
140920,170756,360,16.65,High School,Part-time,Yes,No,Auto,0
92003,67827,571,5.39,Master's,Self-employed,No,Yes,Other,0
47458,106415,673,12.5,Bachelor's,Part-time,Yes,Yes,Other,0
142060,8209,579,4.76,Master's,Part-time,Yes,No,Other,0
90984,118229,427,20.78,Master's,Unemployed,No,Yes,Auto,0
16767,164820,479,20.4,High School,Part-time,No,Yes,Business,0
88721,105253,357,23.12,PhD,Unemployed,No,Yes,Other,0
60515,26141,660,2.58,Master's,Self-employed,Yes,No,Education,0
149147,164308,303,7.75,PhD,Part-time,Yes,No,Auto,0
149839,226109,646,24.8,High School,Unemployed,No,Yes,Business,1
47122,72270,798,13.37,Bachelor's,Full-time,Yes,Yes,Home,0
99542,147339,615,18.52,Bachelor's,Self-employed,No,No,Home,0
58320,219637,479,15.21,Bachelor's,Self-employed,No,Yes,Home,0
84916,191264,549,22.83,Bachelor's,Full-time,Yes,Yes,Home,0
132701,232493,485,20.34,PhD,Unemployed,Yes,Yes,Other,0
49867,167089,727,24.94,Master's,Full-time,No,No,Other,0
59891,150324,531,20.68,High School,Unemployed,No,No,Home,0
116875,29097,654,18.78,PhD,Unemployed,Yes,Yes,Other,0
57009,237330,606,7.61,High School,Full-time,Yes,Yes,Business,0
122187,225149,462,17.8,Master's,Unemployed,No,Yes,Business,0
133669,103844,677,7.03,Master's,Self-employed,Yes,Yes,Education,0
19990,67095,623,19.43,Master's,Part-time,Yes,No,Other,0
60189,86103,333,7.98,Master's,Unemployed,Yes,Yes,Auto,0
146378,46956,375,3.8,Bachelor's,Full-time,Yes,Yes,Other,0
30369,188600,695,23.95,Bachelor's,Unemployed,No,No,Auto,0
85916,44808,349,24.74,Master's,Self-employed,Yes,Yes,Other,1
78910,90585,829,13.91,High School,Unemployed,Yes,Yes,Auto,0
117152,42812,584,13.4,PhD,Self-employed,No,No,Education,0
84415,100458,671,16.89,Bachelor's,Self-employed,Yes,Yes,Auto,0
16546,27156,399,18.73,Master's,Full-time,Yes,No,Education,0
122661,112320,707,10.64,High School,Unemployed,No,Yes,Business,0
131240,41504,492,9.48,Bachelor's,Part-time,Yes,Yes,Home,0
131542,160154,362,15.9,Master's,Full-time,Yes,No,Education,0
31467,130469,432,23.05,High School,Self-employed,No,No,Other,0
38863,167649,780,21.25,Master's,Unemployed,No,Yes,Other,0
144090,43106,795,22.56,Bachelor's,Full-time,Yes,Yes,Other,0
145528,56381,772,10.19,High School,Self-employed,Yes,Yes,Home,0
50864,245380,541,12.21,PhD,Self-employed,Yes,No,Business,1
82949,249181,470,24.39,High School,Part-time,No,Yes,Auto,0
68150,135923,314,2.46,Bachelor's,Full-time,No,Yes,Auto,0
94527,197244,300,22.23,Bachelor's,Full-time,No,No,Other,0
145220,101765,835,3.73,Master's,Self-employed,No,No,Other,0
147006,11498,358,3.7,PhD,Full-time,No,No,Home,0
89725,135320,651,11.33,Bachelor's,Unemployed,Yes,Yes,Home,1
145533,164003,431,11.01,High School,Full-time,No,No,Other,0
143589,138054,395,10.81,Master's,Part-time,Yes,Yes,Auto,1
18740,166144,715,11.63,PhD,Full-time,No,No,Business,0
84733,119727,527,21.07,High School,Full-time,No,Yes,Home,0
119309,48967,371,23.16,Bachelor's,Self-employed,No,No,Education,1
20155,77995,541,19.33,Bachelor's,Unemployed,No,No,Home,0
94584,204326,328,20.53,Bachelor's,Full-time,No,No,Home,0
89401,55629,837,22.7,Master's,Self-employed,No,Yes,Education,0
90851,110538,741,3.6,Bachelor's,Full-time,No,Yes,Education,0
74473,209418,664,21.11,Master's,Full-time,No,No,Home,0
78773,228490,653,13.59,High School,Full-time,No,No,Business,0
109673,48997,783,7.2,PhD,Full-time,Yes,Yes,Auto,0
134845,128233,823,15.66,Bachelor's,Part-time,Yes,Yes,Auto,0
49617,30667,452,19.35,Bachelor's,Unemployed,Yes,No,Home,0
117362,155253,544,19.6,Bachelor's,Unemployed,Yes,No,Auto,0
149802,211601,550,18.43,High School,Self-employed,No,No,Auto,0
61778,216668,778,17.97,Bachelor's,Full-time,Yes,Yes,Home,0
73305,176991,532,13.53,Bachelor's,Self-employed,No,No,Business,0
63320,55115,480,23.87,PhD,Full-time,Yes,No,Business,0
56852,78574,489,24.56,PhD,Part-time,No,No,Other,0
113689,181546,824,9.8,High School,Unemployed,No,No,Other,0
29364,193392,419,24.94,Master's,Full-time,No,Yes,Home,0
29764,51285,590,15.84,High School,Unemployed,No,No,Other,0
121134,203102,808,13.25,Master's,Unemployed,No,Yes,Other,0
46554,131566,494,3.58,High School,Self-employed,No,Yes,Other,0
35667,66718,651,16.8,PhD,Unemployed,Yes,Yes,Auto,0
135396,30519,497,9.86,High School,Part-time,No,Yes,Business,0
95581,84660,368,20.04,Bachelor's,Full-time,No,Yes,Home,0
143315,121528,569,2.01,Bachelor's,Full-time,No,Yes,Auto,0
79249,75702,672,11.11,Master's,Unemployed,No,No,Home,0
51539,224768,493,22.65,High School,Full-time,Yes,No,Other,1
89925,39857,652,17.68,Master's,Unemployed,No,Yes,Education,1
91841,14858,779,4.99,Bachelor's,Part-time,Yes,Yes,Education,0
56561,137213,466,19,PhD,Unemployed,Yes,Yes,Education,1
73734,178341,373,5.74,High School,Self-employed,No,No,Education,0
78333,50385,336,4.73,PhD,Part-time,No,No,Other,0
15487,243464,828,17.19,PhD,Self-employed,Yes,No,Education,0
103303,100946,507,2.91,High School,Unemployed,No,Yes,Business,0
36685,192843,561,2.85,Master's,Self-employed,Yes,No,Auto,0
122554,36039,456,6.81,Bachelor's,Unemployed,No,No,Education,0
140735,106955,624,13.2,PhD,Part-time,Yes,No,Other,0
91001,207084,734,14.36,Bachelor's,Part-time,No,Yes,Home,0
81095,245723,726,6.16,PhD,Unemployed,No,Yes,Auto,0
144843,68696,331,23.43,PhD,Self-employed,No,Yes,Other,0
144746,126784,507,13.35,PhD,Unemployed,Yes,Yes,Education,1
128346,142455,833,17.34,High School,Part-time,Yes,Yes,Other,1
97605,238703,336,6.53,Master's,Self-employed,Yes,Yes,Home,0
44371,155502,718,15.72,High School,Self-employed,Yes,No,Education,0
77638,197720,662,9.36,Bachelor's,Part-time,No,Yes,Business,0
112675,223022,771,21,High School,Part-time,Yes,No,Business,0
37447,184374,836,20.08,High School,Part-time,No,Yes,Education,0
134651,46515,629,21.76,Bachelor's,Full-time,Yes,No,Other,0
42917,130933,677,3.7,PhD,Self-employed,Yes,No,Auto,0
56552,62706,396,20.07,Master's,Self-employed,Yes,Yes,Home,0
103828,110173,423,4.93,High School,Full-time,No,No,Other,0
129562,76630,791,9.19,High School,Self-employed,Yes,Yes,Auto,0
63087,210933,424,2.92,High School,Part-time,No,Yes,Business,0
142222,222072,303,3.4,High School,Full-time,No,Yes,Education,0
101881,239144,732,14.81,PhD,Self-employed,No,No,Home,0
18296,24369,449,18.28,Master's,Self-employed,No,No,Education,0
138594,62869,708,20.74,Bachelor's,Self-employed,Yes,Yes,Other,1
78854,249673,483,3.61,High School,Full-time,No,No,Home,1
22544,183065,781,17.45,PhD,Self-employed,Yes,Yes,Auto,0
128709,159065,589,9.38,PhD,Unemployed,Yes,No,Education,0
70827,64900,533,19.73,High School,Self-employed,Yes,No,Business,0
22567,233113,579,20.58,Master's,Self-employed,Yes,No,Education,1
99104,106907,802,15.17,PhD,Part-time,Yes,No,Other,0
67161,228126,661,22.42,Bachelor's,Unemployed,Yes,Yes,Home,0
124522,247504,324,8.44,High School,Unemployed,Yes,No,Home,1
33973,108955,531,16.89,Master's,Full-time,Yes,No,Home,0
57098,145042,444,16.18,Master's,Self-employed,Yes,Yes,Auto,0
44780,76560,844,14.44,PhD,Unemployed,No,Yes,Home,0
25601,217129,696,23.92,Bachelor's,Part-time,No,No,Other,0
47662,62075,711,10.89,PhD,Full-time,Yes,No,Auto,0
62570,27324,766,13.35,Bachelor's,Self-employed,No,Yes,Home,0
45495,31651,458,16.54,High School,Part-time,Yes,No,Education,0
16251,27362,422,22.78,PhD,Unemployed,Yes,Yes,Other,0
142307,122234,467,10.41,High School,Full-time,Yes,Yes,Other,0
27858,164211,541,7,Master's,Full-time,Yes,No,Education,0
30893,97836,724,4.75,High School,Full-time,No,Yes,Home,0
100795,116885,803,11.94,High School,Part-time,No,No,Home,0
72608,86796,812,14.63,PhD,Part-time,No,Yes,Auto,0
77719,93237,835,17.98,PhD,Full-time,Yes,No,Other,0
39200,180983,501,10.98,High School,Self-employed,Yes,Yes,Business,0
115881,129276,642,21.7,High School,Full-time,No,No,Other,0
86831,115100,743,16.96,Master's,Part-time,No,No,Auto,0
93784,203416,330,4.48,PhD,Full-time,Yes,Yes,Home,0
106336,150398,590,10.6,High School,Self-employed,Yes,Yes,Education,1
136713,9559,558,11.99,Bachelor's,Full-time,Yes,No,Other,0
16081,203719,607,2.9,PhD,Part-time,Yes,No,Other,0
38419,131863,772,9.13,PhD,Full-time,No,No,Auto,0
93560,121508,450,15.72,High School,Part-time,Yes,No,Auto,0
87992,31494,565,20.9,High School,Unemployed,No,Yes,Education,0
140376,149960,428,2.3,PhD,Unemployed,No,No,Business,1
100179,101057,350,21.83,PhD,Part-time,Yes,Yes,Business,0
145570,187810,461,16,PhD,Part-time,Yes,Yes,Other,0
122971,40582,365,11.33,Master's,Unemployed,No,Yes,Home,0
37195,158175,318,12.8,High School,Self-employed,Yes,Yes,Education,1
32851,77165,558,15.44,Master's,Full-time,No,Yes,Education,0
146941,181099,376,21.59,Master's,Part-time,Yes,No,Business,0
71885,114374,492,19.96,High School,Unemployed,No,Yes,Other,0
70154,143959,670,4.55,PhD,Unemployed,Yes,Yes,Education,0
146409,162724,648,13.43,Master's,Self-employed,No,No,Business,0
127655,215817,743,9.28,Master's,Unemployed,Yes,No,Auto,0
50510,173239,504,19.01,Master's,Unemployed,Yes,No,Auto,0
69821,172609,675,3.76,High School,Unemployed,Yes,Yes,Home,0
51755,248331,805,13.81,Bachelor's,Self-employed,Yes,No,Education,0
43567,93969,438,11.78,PhD,Unemployed,Yes,Yes,Home,0
96802,142599,472,12.36,High School,Self-employed,Yes,Yes,Auto,0
46125,126084,325,11.76,Master's,Part-time,No,Yes,Home,0
64792,57772,652,8.83,Bachelor's,Part-time,No,Yes,Business,0
99098,109833,732,15.4,Master's,Full-time,Yes,No,Auto,0
87018,222519,423,24.19,Master's,Unemployed,Yes,Yes,Education,1
15411,7621,817,18.45,High School,Full-time,No,Yes,Auto,0
141451,46943,402,19.03,Master's,Self-employed,No,Yes,Other,0
98015,75276,418,16.81,High School,Unemployed,Yes,Yes,Home,1
139393,117753,407,11.5,PhD,Full-time,No,No,Business,0
15918,39490,741,19.92,PhD,Part-time,No,Yes,Other,0
117658,198320,623,19.14,High School,Self-employed,No,Yes,Other,0
141432,181164,492,22.41,Bachelor's,Unemployed,No,Yes,Auto,0
40390,94454,310,9.84,Master's,Full-time,Yes,No,Education,0
146565,55171,839,22.11,Master's,Unemployed,Yes,Yes,Home,1
32982,229156,655,21.41,High School,Part-time,Yes,No,Other,1
37511,27760,706,24.73,High School,Full-time,Yes,Yes,Other,0
103739,11247,479,18.24,PhD,Full-time,No,Yes,Other,0
112750,24765,442,23.1,Bachelor's,Unemployed,Yes,Yes,Business,1
112463,39143,656,13.66,Master's,Self-employed,Yes,Yes,Education,0
36718,43108,823,9.4,PhD,Part-time,No,No,Other,0
132370,98843,751,15.55,PhD,Unemployed,No,No,Education,0
79709,120888,451,9.21,PhD,Part-time,Yes,No,Auto,0
88084,23879,646,6.28,Bachelor's,Self-employed,No,Yes,Other,1
61857,184865,551,6.69,Master's,Full-time,Yes,Yes,Other,0
34023,189126,386,17.25,High School,Self-employed,No,Yes,Auto,1
70510,63388,727,10.86,Bachelor's,Self-employed,Yes,No,Auto,0
52361,175478,337,16.67,PhD,Unemployed,No,No,Education,0
53927,207482,725,20.59,Bachelor's,Self-employed,Yes,No,Auto,0
15398,165784,826,19.84,Bachelor's,Full-time,No,Yes,Education,1
15352,97003,691,9.22,High School,Unemployed,No,Yes,Education,0
113060,205869,375,9.18,PhD,Full-time,Yes,No,Education,0
54254,205733,633,21.78,Master's,Full-time,Yes,Yes,Other,0
137966,84805,628,3.45,High School,Full-time,No,Yes,Other,0
19425,240372,669,13.44,PhD,Self-employed,No,Yes,Other,1
55451,14845,557,2.59,PhD,Self-employed,Yes,No,Other,0
130815,132066,793,6.98,High School,Self-employed,Yes,Yes,Auto,0
53114,68626,313,10.74,High School,Self-employed,No,No,Auto,0
101934,71857,380,19.14,High School,Part-time,Yes,No,Auto,0
34508,240912,609,16.87,PhD,Self-employed,Yes,No,Education,1
